Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-04-25,0,Sat,BOS,BAL,mastj001,chenw001,4,5,35,8,0,0,2,4,1,0,0,3,0,7,0,0,1,0,5,3,5,5,1,0,28,15,0,0,0,0
2015-04-26,0,Sun,BOS,BAL,milew001,norrb001,7,18,37,9,1,0,3,7,0,0,0,6,0,3,0,0,0,0,9,6,16,16,1,0,24,6,1,1,0,0
2015-04-27,0,Mon,TOR,BOS,sanca006,kellj001,5,6,33,10,2,0,1,5,0,1,0,3,1,9,0,1,0,0,6,3,5,5,0,0,27,4,0,0,1,0
2015-04-28,0,Tue,TOR,BOS,hutcd001,buchc001,11,8,38,13,4,0,1,8,0,1,0,7,0,6,0,1,0,0,11,6,10,10,0,2,27,8,1,0,2,0
2015-04-29,0,Wed,TOR,BOS,dickr001,porcr001,1,4,30,9,0,0,1,4,1,0,1,0,0,6,0,0,0,0,4,3,1,1,0,0,27,9,1,0,1,0
2015-05-01,0,Fri,NYA,BOS,sabac001,mastj001,3,2,33,8,3,0,1,2,0,1,0,4,0,6,0,0,1,0,9,4,3,3,1,1,27,11,0,0,1,0
2015-05-02,0,Sat,NYA,BOS,eovan001,milew001,4,2,34,8,1,0,1,2,0,0,0,2,0,7,0,0,1,0,7,3,4,4,1,0,27,14,0,0,0,0
2015-05-03,0,Sun,NYA,BOS,warra001,kellj001,8,5,33,7,2,0,1,5,0,0,1,5,0,6,0,0,2,0,7,5,8,8,1,0,27,8,1,0,0,0
2015-05-04,0,Mon,TBA,BOS,odorj001,buchc001,5,1,33,7,3,2,0,1,0,0,0,1,0,7,0,0,1,0,6,3,5,5,0,0,27,9,0,0,0,0
2015-05-05,0,Tue,TBA,BOS,smyld001,porcr001,0,2,29,5,1,0,2,2,0,0,0,3,0,6,1,0,0,0,6,3,0,0,1,0,27,10,1,0,1,0
2015-05-06,0,Wed,TBA,BOS,coloa001,mastj001,5,3,34,7,2,0,1,3,0,1,0,4,0,6,0,0,0,0,9,6,5,5,1,0,27,15,0,0,2,0
2015-05-08,0,Fri,BOS,TOR,milew001,sanca006,0,7,28,2,0,0,0,0,0,0,1,5,0,7,0,0,2,0,7,4,7,7,0,0,24,10,0,0,1,0
2015-05-09,0,Sat,BOS,TOR,kellj001,hutcd001,1,7,36,8,2,0,0,1,0,0,0,1,0,10,0,0,0,0,9,3,7,7,2,0,24,9,2,0,0,0
2015-05-10,0,Sun,BOS,TOR,buchc001,dickr001,6,3,33,7,1,1,2,6,0,0,0,4,0,2,0,0,0,0,4,3,3,3,0,0,27,19,0,0,3,0
2015-05-11,0,Mon,BOS,OAK,porcr001,kazms001,5,4,39,10,2,0,1,5,1,0,0,7,0,5,0,0,1,0,9,7,4,4,1,0,33,8,0,0,1,0
2015-05-12,0,Tue,BOS,OAK,mastj001,pomed001,2,9,30,4,1,0,0,2,0,0,0,0,0,5,0,0,0,0,1,2,9,9,0,0,24,14,0,0,0,0
2015-05-13,0,Wed,BOS,OAK,milew001,grays001,2,0,33,6,0,0,0,1,0,0,1,1,0,11,0,0,0,0,6,3,0,0,1,0,27,10,0,0,1,0
2015-05-14,0,Thu,BOS,SEA,kellj001,eliar001,2,1,32,10,2,0,1,2,2,1,1,4,0,5,0,1,1,0,11,4,1,1,1,0,27,20,0,0,2,0
2015-05-15,0,Fri,BOS,SEA,buchc001,happj001,1,2,31,7,0,1,0,1,1,0,0,1,0,4,1,1,1,0,5,3,2,2,0,0,26,7,0,0,0,0
2015-05-16,0,Sat,BOS,SEA,porcr001,hernf002,4,2,35,8,1,0,2,4,0,0,0,5,0,9,0,0,0,0,9,4,2,2,0,0,27,8,0,0,0,0
2015-05-17,0,Sun,BOS,SEA,wrigs001,paxtj001,0,5,31,5,1,0,0,0,0,0,0,2,0,3,0,0,1,0,6,4,4,4,0,0,24,8,0,1,0,0
2015-05-19,0,Tue,TEX,BOS,gally001,milew001,3,4,37,13,5,0,2,4,0,0,1,2,1,3,0,0,0,0,12,3,3,3,1,0,27,6,1,0,0,0
2015-05-20,0,Wed,TEX,BOS,kleip001,kellj001,2,1,37,9,2,0,1,1,0,0,0,3,2,6,0,0,0,0,12,4,2,2,0,0,27,12,1,0,1,0
2015-05-21,0,Thu,TEX,BOS,rodrw002,buchc001,3,1,31,6,2,0,0,1,0,0,0,2,0,10,0,0,1,0,5,3,2,2,0,0,27,13,2,0,3,0
2015-05-22,0,Fri,ANA,BOS,richg002,porcr001,12,5,36,11,1,0,1,5,0,0,1,2,0,4,0,0,2,0,7,4,10,10,0,0,27,9,3,0,0,0
2015-05-23,0,Sat,ANA,BOS,wilsc004,wrigs001,3,8,35,12,0,0,2,8,0,0,0,4,0,8,0,0,2,0,7,4,3,3,0,1,27,6,0,0,0,0
2015-05-24,0,Sun,ANA,BOS,santh001,milew001,1,6,32,12,3,0,1,6,1,1,0,2,1,7,0,0,0,0,6,2,1,1,0,0,27,11,0,0,1,0
2015-05-25,0,Mon,BOS,MIN,kellj001,nolar001,2,7,34,8,1,0,0,2,0,0,0,0,0,6,0,0,1,0,5,5,7,7,1,0,24,9,0,0,1,0
2015-05-26,0,Tue,BOS,MIN,buchc001,pelfm001,1,2,32,7,1,0,0,1,0,0,0,2,0,4,0,0,2,0,6,2,2,2,0,0,24,10,1,0,2,0
2015-05-27,0,Wed,BOS,MIN,porcr001,hughp001,4,6,34,7,1,0,2,4,0,0,0,1,0,3,1,0,0,0,4,2,6,6,0,0,24,12,0,0,2,0
2015-05-28,0,Thu,BOS,TEX,rodre004,martn002,5,1,34,13,1,1,1,5,0,0,2,5,1,5,0,1,5,0,9,3,1,1,0,0,27,10,0,0,0,0
2015-05-29,0,Fri,BOS,TEX,wrigs001,gally001,4,7,31,6,0,0,1,4,0,1,0,4,0,8,1,0,2,0,5,5,7,7,1,0,24,12,0,0,1,0
2015-05-30,0,Sat,BOS,TEX,milew001,gonzc002,0,8,31,5,2,0,0,0,0,0,0,5,0,5,0,0,1,0,9,3,7,7,0,0,24,12,3,0,1,0
2015-05-31,0,Sun,BOS,TEX,kellj001,rodrw002,3,4,38,11,0,0,0,2,0,0,0,2,1,6,4,0,1,0,10,5,1,1,1,0,26,15,3,0,0,0
2015-06-02,0,Tue,MIN,BOS,pelfm001,buchc001,0,1,29,7,2,0,0,1,0,0,0,2,0,2,1,0,1,0,6,2,0,0,0,0,27,11,0,0,1,0
2015-06-03,2,Wed,MIN,BOS,may-t001,porcr001,2,0,29,2,1,0,0,0,0,0,0,0,0,11,0,0,0,0,2,2,2,2,0,0,27,11,0,0,1,0
2015-06-03,1,Wed,MIN,BOS,hughp001,rodre004,3,6,35,13,2,0,1,6,1,0,0,2,0,5,3,0,0,0,8,2,3,3,1,0,27,9,1,0,1,0
2015-06-04,0,Thu,MIN,BOS,milot001,wrigs001,8,4,38,12,1,0,2,2,0,0,0,1,0,1,0,1,0,0,8,6,5,5,0,0,27,8,3,0,0,0
2015-06-05,0,Fri,OAK,BOS,kazms001,milew001,2,4,32,11,3,0,0,2,0,1,0,1,0,7,1,0,2,0,6,3,2,2,0,0,27,14,0,0,2,0
2015-06-06,0,Sat,OAK,BOS,chavj001,kellj001,2,4,33,11,3,0,1,4,0,0,0,6,1,8,1,1,1,0,11,5,2,2,0,0,27,8,0,0,0,0
2015-06-07,0,Sun,OAK,BOS,gravk001,buchc001,4,7,34,13,3,0,1,7,0,1,0,2,0,7,1,0,1,0,6,3,4,4,1,0,27,5,0,0,0,0
2015-06-09,0,Tue,BOS,BAL,rodre004,gonzm003,0,1,31,5,2,0,0,0,0,0,1,4,0,6,0,0,1,0,9,3,1,1,1,0,24,10,0,0,1,0
2015-06-10,0,Wed,BOS,BAL,porcr001,chenw001,2,5,31,7,2,0,0,2,0,0,0,1,0,10,0,0,1,0,3,3,5,5,0,0,24,8,0,0,1,0
2015-06-11,0,Thu,BOS,BAL,milew001,tillc001,5,6,34,8,2,0,1,5,0,1,0,2,0,6,0,0,0,0,5,3,5,5,0,0,24,12,1,0,0,0
2015-06-12,0,Fri,TOR,BOS,hutcd001,kellj001,13,10,39,12,2,0,3,10,0,0,0,7,0,8,0,0,0,0,9,5,12,12,1,0,27,12,1,1,1,0
2015-06-13,0,Sat,TOR,BOS,dickr001,buchc001,5,4,43,9,2,0,1,4,0,0,0,1,0,10,0,0,0,0,7,5,5,5,0,0,33,12,1,0,1,0
2015-06-14,0,Sun,TOR,BOS,estrm001,rodre004,13,5,34,8,0,1,1,5,0,0,0,6,0,6,0,0,0,0,8,4,13,13,1,0,27,14,1,1,2,0
2015-06-15,0,Mon,ATL,BOS,perew001,porcr001,4,2,34,10,2,0,1,2,0,0,0,2,0,5,0,0,3,0,7,3,4,4,2,0,27,8,0,0,2,0
2015-06-16,0,Tue,ATL,BOS,tehej001,milew001,4,9,37,18,5,3,1,8,0,0,0,1,0,3,0,1,3,0,5,3,4,4,1,0,27,8,0,0,0,0
2015-06-17,0,Wed,BOS,ATL,kellj001,wooda002,2,5,34,8,0,0,1,2,1,0,0,2,0,8,0,0,1,0,8,6,5,5,0,0,24,10,1,0,0,0
2015-06-18,0,Thu,BOS,ATL,buchc001,mills001,5,2,35,9,2,1,0,4,0,0,0,3,2,8,1,0,1,0,6,3,0,0,0,0,27,10,1,0,1,0
2015-06-19,0,Fri,BOS,KCA,rodre004,pinoy001,7,3,38,16,3,0,1,7,0,0,0,3,0,2,2,1,5,0,7,4,3,3,2,0,27,15,0,0,1,0
2015-06-20,0,Sat,BOS,KCA,porcr001,volqe001,4,7,36,10,2,1,1,4,1,0,0,3,0,5,0,0,0,0,9,4,7,7,0,1,24,14,1,0,2,0
2015-06-21,0,Sun,BOS,KCA,milew001,younc003,13,2,42,16,8,2,3,13,0,0,0,4,0,5,0,0,1,0,6,4,2,2,0,0,27,9,0,0,0,0
2015-06-23,0,Tue,BAL,BOS,jimeu001,kellj001,6,4,35,8,2,0,0,4,0,0,0,5,0,12,0,0,0,0,9,4,6,6,0,0,27,12,0,0,0,0
2015-06-24,0,Wed,BAL,BOS,norrb001,buchc001,1,5,29,7,0,0,1,5,1,0,1,1,0,5,0,0,2,0,3,3,1,1,0,0,27,10,0,0,1,0
2015-06-25,0,Thu,BAL,BOS,gonzm003,rodre004,8,6,38,12,3,0,1,5,0,0,1,0,0,7,0,0,1,0,6,5,8,8,0,0,27,6,2,0,1,0
2015-06-26,0,Fri,BOS,TBA,porcr001,coloa001,4,3,36,10,2,0,0,3,0,1,0,5,0,7,2,1,0,0,8,6,3,3,2,0,30,12,0,0,2,0
2015-06-27,0,Sat,BOS,TBA,milew001,andrm001,1,4,30,3,0,0,1,1,0,0,0,0,0,9,0,0,0,0,2,2,4,4,0,0,24,11,0,0,2,0
2015-06-28,0,Sun,BOS,TBA,mastj001,archc001,5,3,33,8,2,0,3,5,0,1,0,2,1,11,0,1,0,0,4,5,2,2,3,0,27,7,1,1,0,0
2015-06-29,0,Mon,BOS,TOR,buchc001,dickr001,3,1,32,7,1,2,0,3,0,0,0,3,0,5,0,0,1,0,5,2,1,1,0,0,27,11,0,0,2,0
2015-06-30,0,Tue,BOS,TOR,rodre004,estrm001,4,3,34,7,1,0,2,4,0,0,0,5,0,3,0,1,0,0,8,4,3,3,0,0,27,11,0,0,0,0
2015-07-01,0,Wed,BOS,TOR,porcr001,buehm001,2,11,33,6,1,2,1,2,0,0,0,0,0,10,0,0,0,0,4,3,11,11,1,0,24,10,1,0,2,0
2015-07-02,0,Thu,BOS,TOR,milew001,boydm001,12,6,46,19,2,1,2,12,0,0,0,3,0,7,2,0,0,0,10,4,6,6,0,0,27,11,1,0,2,0
2015-07-03,0,Fri,HOU,BOS,strad003,mastj001,12,8,40,11,1,0,1,8,1,0,0,6,0,11,0,1,0,0,9,6,10,10,0,0,30,10,1,0,0,0
2015-07-04,0,Sat,HOU,BOS,mchuc001,buchc001,1,6,36,11,3,0,0,6,0,1,0,5,1,2,0,0,0,0,12,1,1,1,2,0,27,8,0,0,1,0
2015-07-05,0,Sun,HOU,BOS,mccul002,rodre004,4,5,31,10,2,0,1,4,1,0,0,6,0,4,0,0,2,0,9,6,4,4,0,0,27,2,1,1,0,0
2015-07-07,0,Tue,MIA,BOS,hared001,milew001,3,4,32,8,1,0,0,4,0,0,0,3,0,9,0,0,2,0,7,3,3,3,0,0,27,8,0,0,0,0
2015-07-08,0,Wed,MIA,BOS,koeht001,porcr001,3,6,30,5,1,0,1,4,0,0,0,2,0,4,1,0,1,0,2,4,3,3,0,0,27,14,0,0,1,0
2015-07-10,0,Fri,NYA,BOS,pinem001,buchc001,5,1,34,7,0,0,1,1,0,0,1,0,0,11,0,0,1,0,7,5,2,2,0,0,27,12,2,0,0,0
2015-07-11,0,Sat,NYA,BOS,novai001,rodre004,3,5,34,11,2,1,1,5,0,0,0,2,0,5,1,0,1,0,7,3,3,3,0,0,27,13,0,0,2,0
2015-07-12,0,Sun,NYA,BOS,eovan001,milew001,8,6,40,12,1,0,0,5,0,1,0,2,0,9,3,0,0,0,10,4,8,8,0,1,27,9,0,1,1,0
2015-07-17,0,Fri,BOS,ANA,milew001,wilsc004,0,1,31,5,1,0,0,0,0,0,0,3,0,5,0,0,1,0,7,3,1,1,0,0,26,9,0,0,0,0
2015-07-18,0,Sat,BOS,ANA,porcr001,richg002,0,3,29,2,1,0,0,0,0,0,0,1,0,6,0,0,0,0,3,2,2,2,1,0,24,10,1,0,1,0
2015-07-20,1,Mon,BOS,ANA,rodre004,santh001,1,11,35,9,0,0,0,1,0,0,0,2,0,14,0,0,1,0,9,4,7,7,0,0,24,5,1,0,2,0
2015-07-20,2,Mon,BOS,ANA,wrigs001,heana001,3,7,32,6,1,0,1,3,0,1,0,2,0,5,0,0,0,0,5,4,7,7,0,0,24,8,0,2,0,0
2015-07-21,0,Tue,BOS,HOU,johnb004,velav001,3,8,33,8,4,0,0,3,0,0,0,0,0,8,0,0,2,0,3,4,8,8,1,0,24,8,1,0,1,0
2015-07-22,0,Wed,BOS,HOU,kellj001,mchuc001,2,4,33,7,1,0,0,2,0,0,1,2,0,6,0,0,1,0,7,4,4,4,1,0,24,7,2,0,1,0
2015-07-23,0,Thu,BOS,HOU,milew001,mccul002,4,5,37,10,4,0,2,4,0,0,0,3,0,7,1,0,0,0,9,5,5,5,2,0,25,14,0,0,0,0
2015-07-24,0,Fri,DET,BOS,verlj001,porcr001,1,2,37,9,0,0,0,2,1,0,0,1,0,5,0,0,2,0,6,4,1,1,2,0,33,6,0,0,2,0
2015-07-25,0,Sat,DET,BOS,simoa001,wrigs001,5,1,30,6,1,1,0,1,0,0,0,3,0,6,0,0,2,0,5,4,3,3,0,0,27,12,0,4,2,0
2015-07-26,0,Sun,DET,BOS,grees005,rodre004,1,11,43,20,3,0,2,11,1,0,0,2,1,5,0,0,1,0,11,3,1,1,0,0,27,10,1,0,1,0
2015-07-27,0,Mon,CHA,BOS,dankj001,kellj001,10,8,40,12,3,0,1,7,0,0,1,3,0,5,0,0,0,0,9,6,8,8,0,0,27,12,1,1,1,0
2015-07-28,0,Tue,CHA,BOS,samaj001,milew001,9,4,34,8,1,0,1,3,0,0,0,1,0,4,0,0,1,0,4,2,9,9,0,0,27,12,1,0,1,0
2015-07-29,0,Wed,CHA,BOS,quinj001,porcr001,9,2,32,7,3,0,1,2,0,0,0,3,0,7,0,0,1,0,6,5,8,8,0,0,27,8,2,0,0,0
2015-07-30,0,Thu,CHA,BOS,salec001,wrigs001,2,8,34,13,1,0,1,8,0,1,2,2,1,10,1,0,0,0,7,3,2,2,0,0,27,5,0,0,0,0
2015-07-31,0,Fri,TBA,BOS,ramie004,rodre004,5,7,34,8,2,0,1,6,0,0,0,3,0,8,0,0,1,0,6,5,5,5,1,0,27,10,2,0,1,0
2015-08-01,0,Sat,TBA,BOS,moorm003,kellj001,7,11,36,16,3,0,2,11,1,2,0,5,0,6,3,0,0,0,9,4,7,7,1,0,27,11,0,0,0,0
2015-08-02,0,Sun,TBA,BOS,odorj001,milew001,4,3,34,8,2,0,0,3,0,0,1,1,0,11,1,0,0,0,6,4,4,4,1,0,27,9,0,0,0,0
2015-08-04,0,Tue,BOS,NYA,owenh002,tanam001,3,13,32,7,2,0,1,3,0,1,0,2,0,5,2,0,0,0,5,5,12,8,0,0,24,5,1,0,0,0
2015-08-05,0,Wed,BOS,NYA,wrigs001,sevel001,2,1,32,4,3,0,1,2,0,0,1,2,1,10,0,0,0,0,6,2,1,1,1,0,27,7,0,1,1,0
2015-08-06,0,Thu,BOS,NYA,rodre004,sabac001,1,2,33,6,0,0,0,1,0,0,0,4,0,13,1,0,0,0,9,2,2,2,0,0,24,10,0,0,0,0
2015-08-07,0,Fri,BOS,DET,kellj001,norrd002,7,2,40,13,2,0,1,7,0,0,1,2,1,6,0,0,0,0,9,5,2,2,0,0,27,8,0,0,1,0
2015-08-08,0,Sat,BOS,DET,milew001,simoa001,6,7,37,11,1,0,1,6,0,1,0,3,0,5,0,0,0,0,8,3,7,7,1,0,24,9,0,0,0,0
2015-08-09,0,Sun,BOS,DET,owenh002,verlj001,7,2,36,9,1,1,1,7,1,0,0,5,2,10,0,0,0,0,8,5,2,2,1,0,27,8,0,0,0,0
2015-08-11,0,Tue,BOS,MIA,wrigs001,nicoj001,4,5,36,9,1,2,0,3,1,0,0,1,0,3,1,0,2,0,4,7,5,5,1,0,28,7,1,1,0,0
2015-08-12,0,Wed,BOS,MIA,rodre004,conla001,6,14,34,11,2,0,2,5,1,0,0,5,1,12,0,0,3,0,7,4,14,14,0,0,24,10,0,1,0,0
2015-08-14,0,Fri,SEA,BOS,montm002,kellj001,1,15,45,21,6,2,3,15,0,0,0,2,0,4,0,0,0,0,8,3,1,1,0,0,27,3,0,0,0,0
2015-08-15,0,Sat,SEA,BOS,hernf002,milew001,10,22,47,26,7,0,4,22,0,3,1,6,0,3,1,0,1,0,11,4,10,10,2,0,27,10,1,1,2,0
2015-08-16,0,Sun,SEA,BOS,nunov001,owenh002,10,8,44,13,3,0,2,7,0,2,0,8,1,14,2,0,1,0,10,6,10,10,0,0,36,14,2,0,1,0
2015-08-17,0,Mon,CLE,BOS,salad001,barnm001,8,2,32,6,2,0,1,2,0,0,0,3,0,5,0,0,1,0,6,3,8,8,1,0,27,6,1,0,0,0
2015-08-18,0,Tue,CLE,BOS,bauet001,rodre004,1,9,39,16,4,1,0,9,0,0,0,3,0,2,0,0,0,0,9,2,1,1,0,0,27,16,0,0,1,0
2015-08-19,0,Wed,CLE,BOS,klubc001,kellj001,4,6,31,7,1,0,4,6,0,0,1,1,0,10,0,0,0,0,3,5,3,3,1,0,27,14,2,0,3,0
2015-08-20,0,Thu,KCA,BOS,duffd001,milew001,1,4,33,10,1,1,0,4,0,0,0,2,0,5,0,0,1,0,7,4,1,1,1,0,27,12,1,0,1,0
2015-08-21,0,Fri,KCA,BOS,cuetj001,owenh002,2,7,38,14,5,1,1,5,0,0,0,0,0,6,0,0,1,0,7,2,1,1,0,0,27,9,1,0,1,0
2015-08-22,0,Sat,KCA,BOS,venty001,barnm001,6,3,36,9,2,0,1,3,0,0,1,4,0,8,0,0,0,0,11,4,5,5,1,0,27,11,1,0,2,0
2015-08-23,0,Sun,KCA,BOS,volqe001,rodre004,8,6,33,10,4,0,0,5,2,1,1,1,0,7,0,0,1,0,5,5,6,6,0,0,27,16,3,0,0,0
2015-08-24,0,Mon,BOS,CHA,kellj001,samaj001,5,4,36,11,2,0,1,5,0,0,2,3,0,11,2,0,0,0,9,3,4,4,0,0,27,16,0,0,1,0
2015-08-25,0,Tue,BOS,CHA,milew001,quinj001,4,5,34,8,3,0,0,3,0,0,0,0,0,11,0,1,0,0,3,3,5,5,1,0,24,16,0,1,1,0
2015-08-26,0,Wed,BOS,CHA,porcr001,salec001,3,0,32,7,0,0,1,3,0,1,1,3,0,9,0,1,0,0,7,3,0,0,1,0,27,10,0,0,0,0
2015-08-28,0,Fri,BOS,NYN,owenh002,harvm001,6,4,38,9,1,0,3,6,0,1,0,1,0,12,2,0,1,0,4,8,3,3,0,0,30,6,1,0,2,0
2015-08-29,0,Sat,BOS,NYN,kellj001,degrj001,3,1,35,7,3,0,1,3,0,0,0,3,0,16,1,0,0,0,8,3,1,1,0,0,27,15,0,0,2,0
2015-08-30,0,Sun,BOS,NYN,milew001,syndn001,4,5,36,9,1,1,1,4,0,0,0,1,1,6,1,0,0,0,6,3,5,5,1,0,24,7,1,0,0,0
2015-08-31,0,Mon,NYA,BOS,novai001,rodre004,3,4,32,9,2,0,2,4,0,0,0,3,0,5,0,0,0,0,7,5,2,2,2,0,27,8,2,0,3,0
2015-09-01,0,Tue,NYA,BOS,pinem001,porcr001,3,1,34,8,2,0,0,1,0,0,1,0,0,13,0,1,0,0,7,3,1,1,0,0,27,8,1,0,1,0
2015-09-02,0,Wed,NYA,BOS,tanam001,owenh002,13,8,38,13,5,0,1,8,0,2,0,5,0,7,1,0,0,0,10,5,13,13,0,0,27,10,0,0,2,0
2015-09-04,0,Fri,PHI,BOS,morga001,kellj001,5,7,33,10,3,0,1,6,0,1,0,2,0,7,0,0,0,0,5,7,5,5,0,0,27,8,0,0,1,0
2015-09-05,0,Sat,PHI,BOS,ashea001,milew001,2,9,37,14,5,0,1,8,0,0,0,3,0,3,1,0,1,0,7,1,2,2,0,0,27,8,0,0,0,0
2015-09-06,0,Sun,PHI,BOS,eickj001,rodre004,2,6,30,8,1,1,1,6,0,1,0,5,0,6,0,1,0,0,6,3,2,2,0,0,27,6,0,0,1,0
2015-09-07,0,Mon,TOR,BOS,buehm001,porcr001,4,11,37,17,4,0,2,11,2,1,1,1,0,3,0,0,1,0,7,3,3,3,0,0,27,11,0,1,4,0
2015-09-08,0,Tue,TOR,BOS,dickr001,owenh002,5,1,33,4,2,0,1,1,0,0,0,2,0,9,0,1,0,0,4,7,5,5,3,2,30,11,1,0,2,0
2015-09-09,0,Wed,TOR,BOS,hutcd001,kellj001,4,10,36,14,5,0,2,10,0,0,0,4,1,6,0,0,2,0,6,4,4,4,2,0,27,10,0,0,1,0
2015-09-11,0,Fri,BOS,TBA,milew001,archc001,4,8,35,10,2,0,0,4,1,1,0,5,1,12,1,0,0,0,11,4,8,8,3,0,24,9,1,0,0,0
2015-09-12,0,Sat,BOS,TBA,porcr001,moorm003,10,4,40,13,2,0,5,10,0,0,1,3,0,3,1,1,0,0,7,3,4,4,0,0,27,8,0,0,1,0
2015-09-13,0,Sun,BOS,TBA,hillr001,smyld001,2,0,49,14,1,0,0,2,0,0,0,2,0,19,3,2,2,0,10,7,0,0,0,0,39,10,0,0,1,0
2015-09-14,0,Mon,BOS,BAL,rodre004,gausk001,0,2,30,3,0,0,0,0,0,0,0,5,0,10,0,0,0,0,8,4,2,2,1,1,24,6,1,0,1,0
2015-09-15,0,Tue,BOS,BAL,kellj001,jimeu001,5,6,47,12,3,0,1,5,0,1,1,4,1,15,1,1,1,0,9,9,5,5,1,0,36,10,1,0,0,0
2015-09-16,0,Wed,BOS,BAL,owenh002,wrigm001,10,1,39,12,2,0,3,10,0,0,0,4,0,5,0,0,0,0,6,3,0,0,1,0,27,13,1,0,1,0
2015-09-18,0,Fri,BOS,TOR,porcr001,strom001,1,6,32,8,1,0,0,1,0,0,0,1,0,7,0,1,2,0,5,3,5,5,1,0,24,11,1,0,1,0
2015-09-19,0,Sat,BOS,TOR,milew001,dickr001,7,6,40,13,3,1,2,6,0,0,0,3,1,6,0,0,0,0,9,5,6,6,0,0,27,14,0,1,2,0
